"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2002/03/01","00:00","0.673","-0.279","-0.814","-2.871","-2.843","-4.872","-5.797","-6.765","0"
"2002/04/01","00:00","0.696","-0.469","-0.978","-2.972","-2.928","-4.879","-6.007","-7.182","0"
"2002/05/01","00:00","0.958","-0.39","-1.037","-3.028","-2.961","-4.885","-6.26","-7.297","0"
"2002/06/01","00:00","0.899","-0.138","-0.909","-2.884","-2.828","-4.747","-6.181","-7.297","0"
"2002/07/01","00:00","1.165","0.128","-0.636","-2.559","-2.521","-4.406","-5.709","-7.018","0"
"2002/08/01","00:00","1.056","0.157","-0.636","-2.52","-2.495","-4.354","-5.459","-6.978","0"
"2002/09/01","00:00","0.778","0.089","-0.463","-2.405","-2.37","-4.278","-5.325","-6.673","0"
"2002/10/01","00:00","1.04","-0.141","-0.522","-2.51","-2.449","-4.377","-5.499","-6.181","0"
"2002/11/01","00:00","1.742","0.22","-0.358","-2.402","-2.346","-4.334","-5.581","-7.034","0"
"2002/12/01","00:00","1.768","0.719","-0.128","-2.123","-2.121","-4.114","-5.604","-7.379","0"
"2003/01/01","00:00","1.486","0.436","-0.449","-2.464","-2.403","-4.357","-5.85","-7.119","0"
"2003/02/01","00:00","1.102","0.203","-0.531","-2.49","-2.452","-4.373","-5.636","-7.146","0"
"2003/03/01","00:00","0.512","-0.548","-1.056","-3.018","-2.984","-4.911","-6.02","-6.932","0"
"2003/04/01","00:00","0.761","-0.42","-0.896","-2.854","-2.812","-4.728","-5.801","-7.28","0"
"2003/05/01","00:00","0.879","-0.295","-0.991","-2.966","-2.907","-4.823","-6.188","-8.114","0"
"2003/06/01","00:00","1.234","0.062","-0.768","-2.753","-2.685","-4.603","-6.129","-7.959","0"
"2003/07/01","00:00","1.132","0.18","-0.686","-2.667","-2.616","-4.547","-6.043","-7.661","0"
"2003/08/01","00:00","1.02","0.226","-0.479","-2.444","-2.408","-4.337","-5.505","-7.028","0"
"2003/09/01","00:00","0.62","0.115","-0.463","-2.434","-2.402","-4.341","-5.367","-6.404","0"
"2003/10/01","00:00","1.355","-0.02","-0.512","-2.493","-2.426","-4.341","-5.574","-6.69","0"
"2003/11/01","00:00","1.509","0.026","-0.594","-2.582","-2.515","-4.436","-5.846","-7.723","0"
"2003/12/01","00:00","2.516","0.427","-0.354","-2.336","-2.272","-4.19","-5.646","-7.215","0"
"2004/01/01","00:00","1.493","0.384","-0.509","-2.438","-2.4","-4.291","-5.709","-7.562","0"
"2004/02/01","00:00","1.398","0.154","-0.614","-2.556","-2.515","-4.416","-5.696","-7.28","0"
"2004/03/01","00:00","0.436","-0.24","-0.801","-2.72","-2.671","-4.541","-5.699","-6.736","0"
"2004/04/01","00:00","0.361","-0.518","-1.001","-2.953","-2.895","-4.79","-6.007","-6.965","0"
"2004/05/01","00:00","1.168","-0.223","-0.896","-2.884","-2.82","-4.744","-6.06","-7.313","0"
"2004/06/01","00:00","1.407","0.102","-0.764","-2.766","-2.702","-4.639","-6.178","-7.999","0"
"2004/07/01","00:00","1.696","0.364","-0.548","-2.589","-2.536","-4.524","-6.079","-7.861","0"
"2004/08/01","00:00","1.404","0.23","-0.512","-2.523","-2.498","-4.485","-5.715","-7.382","0"
"2004/09/01","00:00","0.525","0.125","-0.404","-2.362","-2.323","-4.242","-5.236","-6.309","0"
"2004/10/01","00:00","1.224","0.016","-0.469","-2.421","-2.365","-4.262","-5.476","-6.096","0"
"2004/11/01","00:00","1.312","0.115","-0.538","-2.497","-2.421","-4.304","-5.768","-7.136","0"
"2004/12/01","00:00","2.054","0.453","-0.338","-2.316","-2.239","-4.14","-5.751","-7.651","0"
"2005/01/01","00:00","2.575","0.604","-0.213","-2.159","-2.119","-4.026","-5.427","-7.3","0"
"2005/02/01","00:00","1.325","0.476","-0.276","-2.254","-2.224","-4.173","-5.381","-7.546","0"
"2005/03/01","00:00","0.712","0.043","-0.545","-2.503","-2.454","-4.364","-5.479","-6.906","0"
"2005/04/01","00:00","0.896","-0.282","-0.883","-2.854","-2.795","-4.708","-6.02","-6.621","0"
"2005/05/01","00:00","1.138","-0.023","-0.696","-2.684","-2.621","-4.547","-6.004","-7.428","0"
"2005/06/01","00:00","1.234","0.075","-0.81","-2.795","-2.735","-4.659","-6.115","-7.789","0"
"2005/07/01","00:00","1.788","0.397","-0.531","-2.484","-2.436","-4.341","-5.797","-7.503","0"
"2005/08/01","00:00","1.522","0.295","-0.482","-2.431","-2.385","-4.288","-5.597","-7.093","0"
"2005/09/01","00:00","0.633","-0.007","-0.571","-2.497","-2.459","-4.347","-5.443","-6.654","0"
"2005/10/01","00:00","1.001","-0.157","-0.653","-2.602","-2.551","-4.449","-5.561","-6.575","0"
"2005/11/01","00:00","0.823","0","-0.732","-2.69","-2.623","-4.514","-5.935","-6.88","0"
"2005/12/01","00:00","2.352","0.43","-0.489","-2.49","-2.425","-4.36","-6.004","-7.848","0"
"2006/01/01","00:00","2.428","0.39","-0.568","-2.592","-2.539","-4.511","-6.073","-7.644","0"
"2006/02/01","00:00","1.88","0.069","-0.692","-2.661","-2.615","-4.537","-5.719","-7.083","0"
"2006/03/01","00:00","1.234","0.046","-0.525","-2.566","-2.541","-4.557","-5.541","-6.644","0"
"2006/04/01","00:00","1.148","0.21","-0.394","-2.369","-2.313","-4.232","-5.489","-6.946","0"
"2006/05/01","00:00","0.951","0.056","-0.686","-2.674","-2.592","-4.498","-6.014","-7.451","0"
"2006/06/01","00:00","1.132","0.098","-0.764","-2.707","-2.644","-4.524","-6.04","-7.192","0"
"2006/07/01","00:00","1.316","0.276","-0.571","-2.484","-2.438","-4.304","-5.673","-7.346","0"
"2006/08/01","00:00","1.358","0.322","-0.482","-2.362","-2.333","-4.186","-5.325","-6.929","0"
"2006/09/01","00:00","0.879","0.184","-0.453","-2.392","-2.349","-4.245","-5.358","-6.631","0"
"2006/10/01","00:00","1.437","0.121","-0.384","-2.362","-2.302","-4.219","-5.456","-6.273","0"
"2006/11/01","00:00","1.302","0.085","-0.577","-2.592","-2.528","-4.478","-5.837","-7.178","0"
"2006/12/01","00:00","1.342","0.308","-0.617","-2.621","-2.574","-4.531","-6.053","-7.356","0"
"2007/01/01","00:00","1.207","0.131","-0.781","-2.776","-2.71","-4.639","-6.191","-7.448","0"
"2007/02/01","00:00","0.827","-0.072","-0.801","-2.772","-2.762","-4.724","-5.965","-7.598","0"
"2007/03/01","00:00","0.6","-0.558","-1.093","-3.081","-3.043","-4.993","-6.03","-6.886","0"
"2007/04/01","00:00","1.033","-0.584","-1.099","-3.091","-3.053","-5.007","-6.053","-7.559","0"
"2007/05/01","00:00","0.958","-0.253","-1.027","-2.979","-2.912","-4.797","-6.224","-7.999","0"
"2007/06/01","00:00","1.512","-0.01","-0.915","-2.867","-2.822","-4.728","-6.23","-7.415","0"
"2007/07/01","00:00","1.181","0.217","-0.679","-2.651","-2.603","-4.528","-6.02","-7.254","0"
"2007/08/01","00:00","0.919","0.141","-0.574","-2.539","-2.51","-4.446","-5.581","-6.781","0"
"2007/09/01","00:00","1.224","0.079","-0.518","-2.507","-2.48","-4.442","-5.456","-6.273","0"
"2007/10/01","00:00","1.227","-0.128","-0.705","-2.69","-2.628","-4.551","-5.863","-7.467","0"
"2007/11/01","00:00","1.562","-0.066","-0.745","-2.736","-2.666","-4.587","-6.073","-7.795","0"
"2007/12/01","00:00","1.155","-0.003","-0.85","-2.841","-2.772","-4.695","-6.184","-8.366","0"
"2008/01/01","00:00","1.732","0.358","-0.541","-2.47","-2.429","-4.318","-5.679","-7.356","0"
"2008/02/01","00:00","0.883","0.013","-0.745","-2.72","-2.685","-4.626","-5.804","-7.178","0"
"2008/03/01","00:00","0.026","-0.653","-1.26","-3.176","-3.143","-5.026","-6.135","-6.962","0"
"2008/04/01","00:00","0.541","-0.636","-1.191","-3.143","-3.087","-4.984","-6.23","-7.313","0"
"2008/05/01","00:00","1.119","-0.197","-0.935","-2.897","-2.84","-4.744","-6.076","-7.92","0"
"2008/06/01","00:00","1.417","0.112","-0.804","-2.795","-2.733","-4.662","-6.188","-8.048","0"
"2008/07/01","00:00","1.581","0.486","-0.443","-2.457","-2.411","-4.38","-5.86","-7.602","0"
"2008/08/01","00:00","1.388","0.374","-0.364","-2.362","-2.338","-4.311","-5.456","-7.047","0"
"2008/09/01","00:00","0.738","0.167","-0.335","-2.283","-2.257","-4.18","-5.105","-5.801","0"
"2008/10/01","00:00","0.928","-0.207","-0.725","-2.667","-2.618","-4.511","-5.692","-6.745","0"
"2008/11/01","00:00","1.155","0.026","-0.679","-2.648","-2.577","-4.475","-5.938","-7.697","0"
"2009/02/01","00:00","1.516","0.207","-0.568","-2.556","-2.523","-4.478","-5.571","-7.244","0"
"2009/03/01","00:00","0.495","-0.331","-0.974","-2.93","-2.897","-4.82","-5.919","-6.916","0"
"2009/04/01","00:00","0.472","-0.561","-1.155","-3.173","-3.104","-5.052","-6.371","-7.438","0"
"2009/05/01","00:00","1.207","-0.167","-0.892","-2.881","-2.825","-4.757","-6.184","-7.674","0"
"2009/06/01","00:00","1.683","0.305","-0.591","-2.572","-2.525","-4.459","-5.856","-7.52","0"
"2009/07/01","00:00","1.424","0.253","-0.669","-2.618","-2.58","-4.491","-5.833","-7.612","0"
"2009/08/01","00:00","1.362","0.203","-0.568","-2.5","-2.467","-4.367","-5.535","-6.703","0"
"2009/09/01","00:00","0.738","-0.02","-0.571","-2.513","-2.484","-4.396","-5.377","-6.325","0"
"2009/10/01","00:00","1.122","-0.016","-0.509","-2.448","-2.413","-4.318","-5.381","-6.06","0"
"2009/11/01","00:00","1.211","0.013","-0.709","-2.69","-2.639","-4.57","-5.997","-7.1","0"
"2009/12/01","00:00","1.568","0.604","-0.295","-2.31","-2.236","-4.177","-5.768","-7.31","0"
"2010/01/01","00:00","1.745","0.82","-0.046","-2.1","-2.067","-4.088","-5.509","-7.536","0"
"2010/02/01","00:00","1.896","0.486","-0.282","-2.254","-2.224","-4.167","-5.302","-6.421","0"
"2010/03/01","00:00","1.148","-0.18","-0.771","-2.802","-2.79","-4.81","-5.787","-6.821","0"
"2010/04/01","00:00","0.991","-0.052","-0.699","-2.684","-2.639","-4.58","-5.741","-7.467","0"
"2010/05/01","00:00","0.86","-0.354","-1.115","-3.11","-3.056","-4.997","-6.411","-7.32","0"
"2010/06/01","00:00","0.751","-0.105","-0.942","-2.92","-2.872","-4.803","-6.207","-7.546","0"
"2010/07/01","00:00","1.306","0.112","-0.702","-2.648","-2.615","-4.528","-5.751","-7.228","0"
"2010/08/01","00:00","1.138","0.105","-0.669","-2.585","-2.564","-4.459","-5.423","-6.932","0"
"2010/09/01","00:00","0.719","-0.03","-0.636","-2.585","-2.556","-4.475","-5.456","-6.352","0"
"2010/10/01","00:00","0.925","-0.108","-0.617","-2.608","-2.559","-4.501","-5.646","-6.942","0"
"2010/11/01","00:00","1.421","0.01","-0.663","-2.703","-2.649","-4.636","-5.915","-7.005","0"
"2010/12/01","00:00","1.801","0.495","-0.397","-2.415","-2.39","-4.383","-5.804","-7.234","0"
"2011/01/01","00:00","1.611","0.285","-0.61","-2.618","-2.595","-4.58","-5.948","-7.431","0"
"2011/02/01","00:00","1.332","0.043","-0.666","-2.661","-2.633","-4.6","-5.633","-6.637","0"
"2011/03/01","00:00","2.234","-0.089","-0.617","-2.592","-2.566","-4.514","-5.436","-6.407","0"
"2011/04/01","00:00","1.257","-0.371","-0.938","-2.897","-2.861","-4.783","-5.801","-7.024","0"
"2011/05/01","00:00","1.946","-0.115","-0.843","-2.812","-2.761","-4.678","-5.978","-7.182","0"
"2011/06/01","00:00","1.188","0.246","-0.61","-2.592","-2.548","-4.485","-5.876","-7.29","0"
"2011/07/01","00:00","1.096","0.39","-0.446","-2.461","-2.443","-4.439","-5.719","-6.89","0"
"2011/08/01","00:00","0.984","0.167","-0.492","-2.52","-2.502","-4.511","-5.479","-6.276","0"
"2011/09/01","00:00","1.276","0.102","-0.443","-2.444","-2.423","-4.403","-5.266","-6.227","0"
"2011/10/01","00:00","1.529","0.026","-0.499","-2.513","-2.472","-4.446","-5.571","-7.221","0"
"2011/11/01","00:00","1.808","0.066","-0.594","-2.621","-2.569","-4.544","-5.866","-7.736","0"
"2011/12/01","00:00","1.188","0.075","-0.709","-2.723","-2.669","-4.629","-5.968","-7.677","0"
"2012/01/01","00:00","1.243","0.105","-0.738","-2.687","-2.664","-4.59","-5.774","-7.087","0"
"2012/02/01","00:00","1.266","-0.089","-0.837","-2.835","-2.81","-4.783","-5.768","-7.028","0"
"2012/03/01","00:00","0.663","-0.269","-0.83","-2.753","-2.731","-4.633","-5.587","-6.654","0"
"2012/04/01","00:00","1.07","-0.351","-0.837","-2.822","-2.785","-4.734","-5.823","-6.88","0"
"2012/05/01","00:00","1.129","-0.233","-0.889","-2.877","-2.843","-4.797","-5.981","-7.621","0"
"2012/06/01","00:00","1.424","0.207","-0.617","-2.644","-2.61","-4.603","-5.938","-7.943","0"
"2012/07/01","00:00","1.388","0.358","-0.492","-2.539","-2.513","-4.534","-5.794","-7.5","0"
"2012/08/01","00:00","1.115","0.282","-0.39","-2.415","-2.406","-4.423","-5.394","-6.798","0"
"2012/09/01","00:00","0.512","0.007","-0.44","-2.421","-2.402","-4.364","-5.095","-5.915","0"
"2012/10/01","00:00","1.283","0.059","-0.42","-2.392","-2.364","-4.308","-5.299","-6.542","0"
"2012/11/01","00:00","1.552","0.266","-0.394","-2.392","-2.349","-4.304","-5.584","-7.362","0"
"2012/12/01","00:00","1.929","0.486","-0.272","-2.267","-2.231","-4.193","-5.548","-7.152","0"
"2013/01/01","00:00","1.204","0.039","-0.738","-2.753","-2.731","-4.724","-5.896","-7.838","0"
"2013/02/01","00:00","0.869","-0.217","-0.915","-2.9","-2.894","-4.872","-5.781","-7.06","0"
"2013/03/01","00:00","0.587","-0.371","-0.889","-2.89","-2.871","-4.852","-5.686","-6.549","0"
"2013/04/01","00:00","0.673","-0.39","-0.902","-2.927","-2.892","-4.882","-5.955","-7.234","0"
"2013/05/01","00:00","0.945","-0.177","-0.81","-2.861","-2.823","-4.836","-6.06","-7.697","0"
"2013/06/01","00:00","1.46","0.154","-0.646","-2.661","-2.633","-4.619","-5.82","-7.539","0"
"2013/07/01","00:00","1.663","0.348","-0.472","-2.434","-2.415","-4.357","-5.472","-6.969","0"
"2013/08/01","00:00","1.198","0.138","-0.558","-2.503","-2.485","-4.413","-5.371","-6.394","0"
"2013/09/01","00:00","0.63","0","-0.469","-2.428","-2.405","-4.344","-5.164","-5.889","0"
"2013/10/01","00:00","0.725","-0.075","-0.482","-2.454","-2.431","-4.383","-5.253","-5.846","0"
"2013/11/01","00:00","0.863","0.131","-0.505","-2.51","-2.479","-4.452","-5.666","-6.969","0"
"2013/12/01","00:00","1.526","0.272","-0.564","-2.612","-2.559","-4.554","-5.915","-7.461","0"
"2014/01/01","00:00","1.644","0.384","-0.446","-2.516","-2.497","-4.544","-5.781","-7.349","0"
"2014/02/01","00:00","1.824","0.023","-0.646","-2.612","-2.605","-4.567","-5.492","-7.129","0"
"2014/03/01","00:00","1.542","-0.098","-0.541","-2.582","-2.571","-4.6","-5.322","-5.889","0"
"2014/04/01","00:00","0.748","-0.203","-0.686","-2.677","-2.654","-4.623","-5.561","-6.65","0"
"2014/05/01","00:00","0.814","-0.003","-0.676","-2.684","-2.648","-4.619","-5.82","-6.788","0"
"2014/06/01","00:00","1.224","0.269","-0.469","-2.474","-2.434","-4.4","-5.64","-7.205","0"
"2014/07/01","00:00","1.634","0.427","-0.292","-2.274","-2.254","-4.216","-5.325","-6.988","0"
"2014/08/01","00:00","1.257","0.325","-0.318","-2.267","-2.257","-4.196","-5","-6.696","0"
"2014/09/01","00:00","1.142","0.394","-0.102","-2.064","-2.047","-3.996","-4.751","-5.794","0"
"2014/10/01","00:00","1.286","0.358","-0.059","-2.067","-2.031","-4.003","-4.938","-5.866","0"
"2014/11/01","00:00","1.01","0.302","-0.269","-2.316","-2.283","-4.298","-5.4","-6.798","0"
"2014/12/01","00:00","2.136","0.853","0.079","-1.965","-1.941","-3.96","-5.138","-6.913","0"
"2015/01/01","00:00","1.348","0.486","-0.292","-2.306","-2.29","-4.288","-5.459","-6.962","0"
"2015/02/01","00:00","0.971","0.328","-0.299","-2.303","-2.288","-4.278","-5.161","-6.598","0"
"2015/03/01","00:00","0.719","-0.207","-0.591","-2.559","-2.544","-4.498","-5.276","-6.063","0"
"2015/04/01","00:00","1.115","-0.325","-0.725","-2.7","-2.674","-4.623","-5.453","-6.342","0"
"2015/05/01","00:00","1.106","0.079","-0.525","-2.507","-2.472","-4.419","-5.499","-6.759","0"
"2015/06/01","00:00","1.365","0.348","-0.384","-2.372","-2.341","-4.298","-5.522","-6.67","0"
"2015/07/01","00:00","1.348","0.65","-0.112","-2.142","-2.133","-4.154","-5.312","-6.519","0"
"2015/08/01","00:00","1.339","0.4","-0.187","-2.231","-2.211","-4.236","-5.164","-6.257","0"
"2015/09/01","00:00","1.598","0.548","0.115","-1.926","-1.913","-3.94","-4.652","-5.348","0"
"2015/10/01","00:00","1.565","0.446","0.069","-1.962","-1.939","-3.947","-4.882","-6.555","0"
"2015/11/01","00:00","1.824","0.276","-0.299","-2.343","-2.3","-4.301","-5.476","-6.64","0"
"2015/12/01","00:00","1.617","0.456","-0.249","-2.247","-2.216","-4.183","-5.449","-7.228","0"
"2016/01/01","00:00","1.499","0.486","-0.253","-2.244","-2.215","-4.177","-5.289","-6.529","0"
"2016/02/01","00:00","1.201","0.135","-0.551","-2.51","-2.52","-4.488","-5.377","-6.463","0"
"2016/03/01","00:00","0.991","-0.121","-0.515","-2.467","-2.438","-4.36","-5.164","-6.207","0"
"2016/04/01","00:00","1.047","-0.482","-0.883","-2.877","-2.846","-4.81","-5.781","-6.342","0"
"2016/05/01","00:00","1.322","-0.108","-0.65","-2.664","-2.633","-4.616","-5.705","-7.018","0"
"2016/06/01","00:00","1.44","0.138","-0.607","-2.628","-2.605","-4.603","-5.804","-7.024","0"
"2016/07/01","00:00","1.414","0.295","-0.492","-2.523","-2.503","-4.514","-5.719","-6.88","0"
"2016/08/01","00:00","1.247","0.348","-0.302","-2.329","-2.324","-4.347","-5.335","-6.325","0"
"2016/09/01","00:00","0.902","0.039","-0.367","-2.352","-2.338","-4.308","-5.033","-5.764","0"
"2016/10/01","00:00","1.352","0.033","-0.344","-2.333","-2.311","-4.278","-5.095","-6.558","0"
"2016/11/01","00:00","1.545","0.236","-0.308","-2.343","-2.3","-4.291","-5.44","-7.188","0"
"2016/12/01","00:00","2.116","0.328","-0.433","-2.457","-2.421","-4.409","-5.728","-7.228","0"
"2017/01/01","00:00","2.031","0.751","0","-2.051","-2.036","-4.072","-5.256","-6.703","0"
"2017/02/01","00:00","1.923","0.65","-0.003","-1.998","-1.983","-3.963","-4.934","-6.467","0"
"2017/03/01","00:00","0.587","-0.105","-0.568","-2.585","-2.569","-4.57","-5.315","-6.368","0"
"2017/04/01","00:00","0.774","-0.203","-0.636","-2.667","-2.631","-4.626","-5.617","-7.238","0"
"2017/05/01","00:00","1.64","-0.072","-0.63","-2.684","-2.633","-4.636","-5.856","-7.349","0"
"2017/06/01","00:00","1.824","0.167","-0.545","-2.569","-2.536","-4.528","-5.771","-7.211","0"
"2017/07/01","00:00","1.614","0.295","-0.489","-2.464","-2.441","-4.393","-5.499","-7.044","0"
"2017/08/01","00:00","1.381","0.299","-0.358","-2.29","-2.274","-4.19","-5.157","-6.345","0"
"2017/09/01","00:00","0.623","0.151","-0.285","-2.244","-2.221","-4.157","-4.987","-5.807","0"
"2017/10/01","00:00","0.584","-0.203","-0.512","-2.48","-2.449","-4.386","-5.269","-5.951","0"
"2017/11/01","00:00","1.175","0.167","-0.367","-2.388","-2.349","-4.331","-5.436","-6.788","0"
"2017/12/01","00:00","1.552","0.289","-0.479","-2.523","-2.495","-4.511","-5.846","-7.434","0"
"2018/01/01","00:00","1.749","0.427","-0.41","-2.474","-2.423","-4.436","-5.794","-7.323","0"
"2018/02/01","00:00","1.198","-0.043","-0.692","-2.687","-2.659","-4.626","-5.702","-7.159","0"
"2018/03/01","00:00","1.178","-0.026","-0.463","-2.5","-2.484","-4.505","-5.358","-6.952","0"
"2018/04/01","00:00","0.387","-0.387","-0.797","-2.795","-2.769","-4.741","-5.646","-6.585","0"
"2018/05/01","00:00","0.978","-0.052","-0.669","-2.674","-2.63","-4.59","-5.787","-7.008","0"
"2018/06/01","00:00","1.506","0.167","-0.577","-2.575","-2.53","-4.482","-5.801","-7.142","0"
"2018/07/01","00:00","1.785","0.305","-0.459","-2.451","-2.418","-4.377","-5.659","-7.224","0"
"2018/08/01","00:00","1.585","0.266","-0.381","-2.349","-2.331","-4.281","-5.243","-6.972","0"
"2018/09/01","00:00","1.02","0.118","-0.384","-2.346","-2.324","-4.265","-5.092","-6.483","0"
"2018/10/01","00:00","1.119","0.171","-0.236","-2.218","-2.177","-4.117","-5.128","-6.096","0"
"2018/11/01","00:00","1.335","0.328","-0.21","-2.254","-2.198","-4.186","-5.394","-6.627","0"
"2018/12/01","00:00","1.647","0.413","-0.318","-2.356","-2.316","-4.314","-5.574","-7.182","0"
"2019/01/01","00:00","1.762","0.636","-0.18","-2.178","-2.156","-4.131","-5.404","-7.638","0"
"2019/02/01","00:00","1.814","0.476","-0.194","-2.192","-2.16","-4.127","-5.243","-7.385","0"
"2019/03/01","00:00","1.083","0.046","-0.413","-2.362","-2.338","-4.262","-5.24","-6.289","0"
"2019/04/01","00:00","0.764","-0.282","-0.663","-2.618","-2.579","-4.495","-5.479","-6.709","0"
"2019/05/01","00:00","1.293","0.052","-0.538","-2.487","-2.448","-4.357","-5.489","-6.453","0"
"2019/06/01","00:00","1.053","0.292","-0.453","-2.428","-2.385","-4.318","-5.659","-6.909","0"
"2019/07/01","00:00","1.302","0.358","-0.456","-2.467","-2.433","-4.409","-5.778","-7.156","0"
"2019/08/01","00:00","1.532","0.344","-0.354","-2.402","-2.385","-4.416","-5.545","-7.028","0"
"2019/09/01","00:00","0.955","0.148","-0.302","-2.316","-2.297","-4.291","-5.151","-5.978","0"
"2019/10/01","00:00","1.214","-0.069","-0.476","-2.497","-2.459","-4.442","-5.492","-6.539","0"
"2019/11/01","00:00","1.673","0.325","-0.253","-2.257","-2.203","-4.154","-5.453","-6.814","0"
"2019/12/01","00:00","1.844","0.587","-0.131","-2.11","-2.054","-3.976","-5.417","-6.785","0"
"2020/01/01","00:00","1.017","0.141","-0.63","-2.582","-2.546","-4.462","-5.794","-7.362","0"
"2020/02/01","00:00","1.089","0.046","-0.659","-2.625","-2.605","-4.551","-5.646","-7.09","0"
"2020/03/01","00:00","1.063","-0.026","-0.522","-2.467","-2.428","-4.334","-5.315","-6.444","0"
